date,description,category,amount,day_of_week,is_weekend,month,year,label,source
2020-02-23,WestJet,Perjalanan,480000,6,1,2,2020,0,dataset_1
2020-02-21,CVS,Kesehatan,251360,4,0,2,2020,0,dataset_1
2020-02-21,IPHONE CITIZ*payment 6 OF 24,Tagihan Utilitas,598560,4,0,2,2020,0,dataset_1
2020-02-19,TST* SEMOLINA KITCHEN & B,Makanan & Minuman,897280,2,0,2,2020,0,dataset_1
2020-02-19,Exxon,Transportasi,534880,2,0,2,2020,0,dataset_1
2020-02-19,REI,Lainnya,864000,2,0,2,2020,0,dataset_1
2020-02-19,Liquor Junction,Makanan & Minuman,351840,2,0,2,2020,0,dataset_1
2020-02-18,MC RIKERT NORDIC CENTER,Lainnya,1308800,1,0,2,2020,0,dataset_1
2020-02-18,BOLTON VALLEY RESORT F &,Perjalanan,272000,1,0,2,2020,0,dataset_1
2020-02-18,New York Times,Pendidikan,240000,1,0,2,2020,0,dataset_1
2020-02-18,Pet Pocketbook Inc.,Kebutuhan Rumah Tangga,864000,1,0,2,2020,0,dataset_1
2020-02-17,Irving,Transportasi,635520,0,0,2,2020,0,dataset_1
2020-02-17,OUTDOOR GEAR EXCHANG,Belanja & Lifestyle,400000,0,0,2,2020,0,dataset_1
2020-02-17,LAKE CHAMPLAIN CHOCOLATES,Makanan & Minuman,446400,0,0,2,2020,0,dataset_1
2020-02-17,MAD TACO- MIDDLEBURY,Makanan & Minuman,211200,0,0,2,2020,0,dataset_1
2020-02-17,Disney,Perjalanan,112000,0,0,2,2020,0,dataset_1
2020-02-17,TST* GREAT NORTHERN,Makanan & Minuman,388160,0,0,2,2020,0,dataset_1
2020-02-16,Whole Foods,Kebutuhan Dapur,555360,6,1,2,2020,0,dataset_1
2020-02-16,TAMPER,Kopi & Minuman,169600,6,1,2,2020,0,dataset_1
2020-02-16,Liquor Junction,Makanan & Minuman,159840,6,1,2,2020,0,dataset_1
2020-02-16,Apple,Elektronik,47840,6,1,2,2020,0,dataset_1
2020-02-16,MIDDLEBURY NATURAL FOODS,Kebutuhan Dapur,457920,6,1,2,2020,0,dataset_1
2020-02-16,PARKMOBILE,Transportasi,8800,6,1,2,2020,1,dataset_1
2020-02-16,BURL PARKMOBILE APP,Transportasi,52800,6,1,2,2020,0,dataset_1
2020-02-14,Hulu,Hiburan & Gaya Hidup,191840,4,0,2,2020,0,dataset_1
2020-02-14,Amazon Music,Hiburan & Gaya Hidup,127840,4,0,2,2020,0,dataset_1
2020-02-13,ETOLL BUDGET,Makanan & Minuman,264000,3,0,2,2020,0,dataset_1
2020-02-12,The Public House,Makanan & Minuman,981760,2,0,2,2020,0,dataset_1
2020-02-11,Boston Globe,Langganan Digital,443520,1,0,2,2020,0,dataset_1
2020-02-11,Pet Pocketbook Inc.,Kebutuhan Rumah Tangga,1104000,1,0,2,2020,0,dataset_1
2020-02-11,"Trillium Brewing Company, LLC",Makanan & Minuman,156160,1,0,2,2020,0,dataset_1
2020-02-10,STILLWEST BREWERY AND GRI,Makanan & Minuman,63680,0,0,2,2020,0,dataset_1
2020-02-10,DRI*Logitech Store,Elektronik,118880,0,0,2,2020,0,dataset_1
2020-02-10,RUSH STREET BAR ORD,Makanan & Minuman,324960,0,0,2,2020,0,dataset_1
2020-02-10,STILLWEST BREWERY AND GRI,Makanan & Minuman,148480,0,0,2,2020,0,dataset_1
2020-02-10,Time Out,Makanan & Minuman,118080,0,0,2,2020,0,dataset_1
2020-02-10,Whole Foods,Kebutuhan Dapur,1957760,0,0,2,2020,0,dataset_1
2020-02-10,T-Mobile,Tagihan Utilitas,2728800,0,0,2,2020,0,dataset_1
2020-02-09,PEARL STREET,Makanan & Minuman,177920,6,1,2,2020,0,dataset_1
2020-02-09,American Airlines,Perjalanan,480000,6,1,2,2020,0,dataset_1
2020-02-07,JHMR CAFE,Makanan & Minuman,259200,4,0,2,2020,0,dataset_1
2020-02-07,GENERAL STORE,Lainnya,236640,4,0,2,2020,0,dataset_1
2020-02-07,PEARL STREET,Makanan & Minuman,284640,4,0,2,2020,0,dataset_1
2020-02-06,OYG SOUTHCABLE,Makanan & Minuman,135200,3,0,2,2020,0,dataset_1
2020-02-06,JHMR CASPER RESTAURANT,Makanan & Minuman,192000,3,0,2,2020,0,dataset_1
2020-02-06,SNOW KING RESORT FOOD AND,Perjalanan,136000,3,0,2,2020,0,dataset_1
2020-02-06,OYG SOUTHCABLE,Makanan & Minuman,173600,3,0,2,2020,0,dataset_1
2020-02-05,DEN BRECKENRIDGE BREW,Makanan & Minuman,368000,2,0,2,2020,0,dataset_1
2020-02-05,SUB*WASHPOST*004108106,Langganan Digital,159840,2,0,2,2020,0,dataset_1
2020-02-05,CAP CITY TAVERN,Makanan & Minuman,128320,2,0,2,2020,0,dataset_1
2020-02-05,JetBlue,Perjalanan,480000,2,0,2,2020,0,dataset_1
2020-02-05,JetBlue,Perjalanan,1200000,2,0,2,2020,0,dataset_1
2020-02-05,SNOW KING RESORT FOOD AND,Perjalanan,571200,2,0,2,2020,0,dataset_1
2020-02-05,UNITED 0161564486102,Perjalanan,480000,2,0,2,2020,0,dataset_1
2020-02-05,DENVER ART MUSEUM ADMISSI,Hiburan & Gaya Hidup,208000,2,0,2,2020,0,dataset_1
2020-02-05,Medford MA Utility ~ Tran: ACHDW,Tagihan Utilitas,868000,2,0,2,2020,0,dataset_1
2020-02-04,PUBLIC WORKS-PRKG METR,Transportasi,32000,1,0,2,2020,0,dataset_1
2020-02-04,Conoco,Transportasi,190240,1,0,2,2020,0,dataset_1
2020-02-04,Wilderness Sports,Hobi & Olahraga,480000,1,0,2,2020,0,dataset_1
2020-02-04,Conoco,Transportasi,543840,1,0,2,2020,0,dataset_1
2020-02-04,ARAPAHOE BASIN F & B,Makanan & Minuman,271520,1,0,2,2020,0,dataset_1
2020-02-04,THE WEATHERVANE CAFE,Makanan & Minuman,158560,1,0,2,2020,0,dataset_1
2020-02-03,ARAPAHOE BASIN F & B,Makanan & Minuman,152000,0,0,2,2020,0,dataset_1
2020-02-03,Dillon's,Kebutuhan Dapur,165280,0,0,2,2020,0,dataset_1
2020-02-03,Amazon web services,Elektronik,3200,0,0,2,2020,0,dataset_1
2020-02-03,ARAPAHOE CAFE,Makanan & Minuman,336000,0,0,2,2020,0,dataset_1
2020-02-03,Verizon,Lainnya,879840,0,0,2,2020,0,dataset_1
2020-02-02,PATREON* MEMBERSHIP,Hiburan & Gaya Hidup,48000,6,1,2,2020,1,dataset_1
2020-02-02,TST* SEMOLINA KITCHEN & B,Makanan & Minuman,914400,6,1,2,2020,0,dataset_1
2020-02-02,JetBlue,Perjalanan,960000,6,1,2,2020,0,dataset_1
2020-02-02,224PEPSIVEN9147678600,Makanan & Minuman,32000,6,1,2,2020,1,dataset_1
2020-02-02,Uber.com,Transportasi,610720,6,1,2,2020,0,dataset_1
2020-02-02,REI,Lainnya,1725440,6,1,2,2020,0,dataset_1
2020-02-02,BOS SHOJO TC 6551525,Makanan & Minuman,1252480,6,1,2,2020,0,dataset_1
2020-01-29,Hotels.com,Perjalanan,2980480,2,0,1,2020,0,dataset_1
2020-01-28,B Good Digital,Makanan & Minuman,196960,1,0,1,2020,0,dataset_1
2020-01-28,Pet Pocketbook Inc.,Kebutuhan Rumah Tangga,864000,1,0,1,2020,0,dataset_1
2020-01-27,TAMPER,Kopi & Minuman,490560,0,0,1,2020,0,dataset_1
2020-01-27,True North Ale Company,Kopi & Minuman,384000,0,0,1,2020,0,dataset_1
2020-01-27,The Red House Restaurant,Makanan & Minuman,635200,0,0,1,2020,0,dataset_1
2020-01-27,LA BURDICK CHOCOLATE -,Makanan & Minuman,222560,0,0,1,2020,0,dataset_1
2020-01-27,Whole Foods,Kebutuhan Dapur,1204320,0,0,1,2020,0,dataset_1
2020-01-26,GOODR LLC,Makanan & Minuman,754880,6,1,1,2020,0,dataset_1
2020-01-26,PAS*CAMBRIDG PARKING,Transportasi,48000,6,1,1,2020,1,dataset_1
2020-01-26,DAVE S FRESH PASTA,Makanan & Minuman,1103520,6,1,1,2020,0,dataset_1
2020-01-26,SOMERVILLE THEATRE,Makanan & Minuman,224000,6,1,1,2020,0,dataset_1
2020-01-26,SOMERVILLE THEATRE- ECOMM,Makanan & Minuman,384000,6,1,1,2020,0,dataset_1
2020-01-26,Exxon,Transportasi,632480,6,1,1,2020,0,dataset_1
2020-01-26,Five Horses Tavern,Makanan & Minuman,876960,6,1,1,2020,0,dataset_1
2020-01-26,PARKMOBILE,Transportasi,36000,6,1,1,2020,1,dataset_1
2020-01-26,PARKMOBILE,Transportasi,44000,6,1,1,2020,1,dataset_1
2020-01-26,Audible.com,Pendidikan,239200,6,1,1,2020,0,dataset_1
2020-01-24,Healthy Paws Pet Center,Lainnya,1333760,4,0,1,2020,0,dataset_1
2020-01-24,MR CREPE,Makanan & Minuman,157280,4,0,1,2020,0,dataset_1
2020-01-24,Netflix,Hiburan & Gaya Hidup,255840,4,0,1,2020,0,dataset_1
2020-01-24,National Grid,Tagihan Utilitas,1196480,4,0,1,2020,0,dataset_1
2020-01-23,Nine Bar Espresso,Kopi & Minuman,76160,3,0,1,2020,0,dataset_1
2020-01-23,PARKMOBILE,Transportasi,68000,3,0,1,2020,0,dataset_1
2020-01-23,CVS,Kesehatan,252960,3,0,1,2020,0,dataset_1
2020-01-23,HARVARD VANGUARD MEDICAL,Kesehatan,320000,3,0,1,2020,0,dataset_1
2020-01-22,AAA MSHIP AUTORENEW NY,Langganan Digital,864000,2,0,1,2020,0,dataset_1
2020-01-21,New York Times,Pendidikan,240000,1,0,1,2020,0,dataset_1
2020-01-21,Highland Kitchen,Makanan & Minuman,777760,1,0,1,2020,0,dataset_1
2020-01-21,IPHONE CITIZ*payment 5 OF 24,Tagihan Utilitas,598560,1,0,1,2020,0,dataset_1
2020-01-21,Sav MOR,Kesehatan,175840,1,0,1,2020,0,dataset_1
2020-01-21,Pet Pocketbook Inc.,Kebutuhan Rumah Tangga,864000,1,0,1,2020,0,dataset_1
2020-01-21,Loyal Nine,Kopi & Minuman,359520,1,0,1,2020,0,dataset_1
2020-01-21,Loyal Nine,Kopi & Minuman,227200,1,0,1,2020,0,dataset_1
2020-01-20,Whole Foods,Kebutuhan Dapur,1646880,0,0,1,2020,0,dataset_1
2020-01-19,Stop & Shop,Kebutuhan Dapur,218880,6,1,1,2020,0,dataset_1
2020-01-19,Liquor Junction,Makanan & Minuman,888160,6,1,1,2020,0,dataset_1
2020-01-17,Disney,Perjalanan,112000,4,0,1,2020,0,dataset_1
2020-01-17,Amazon,Belanja & Lifestyle,237760,4,0,1,2020,0,dataset_1
2020-01-16,Apple,Elektronik,47840,3,0,1,2020,0,dataset_1
2020-01-14,B Good Digital,Makanan & Minuman,196960,1,0,1,2020,0,dataset_1
2020-01-14,Porter Square Veterinarian Clinic,Lainnya,2184320,1,0,1,2020,0,dataset_1
2020-01-14,Amazon Music,Hiburan & Gaya Hidup,127840,1,0,1,2020,0,dataset_1
2020-01-14,Boston Globe,Langganan Digital,443520,1,0,1,2020,0,dataset_1
2020-01-14,Highland Kitchen,Makanan & Minuman,836800,1,0,1,2020,0,dataset_1
2020-01-14,Hulu,Hiburan & Gaya Hidup,191840,1,0,1,2020,0,dataset_1
2020-01-14,Pet Pocketbook Inc.,Kebutuhan Rumah Tangga,864000,1,0,1,2020,0,dataset_1
2020-01-13,Amazon,Belanja & Lifestyle,354720,0,0,1,2020,0,dataset_1
2020-01-13,Whole Foods,Kebutuhan Dapur,1893600,0,0,1,2020,0,dataset_1
2020-01-13,Stars On Hingham Harbor,Makanan & Minuman,812800,0,0,1,2020,0,dataset_1
2020-01-13,"Gentile Brewing Company, LLC",Makanan & Minuman,202080,0,0,1,2020,0,dataset_1
2020-01-13,Amazon,Belanja & Lifestyle,271840,0,0,1,2020,0,dataset_1
2020-01-12,BCY*COMPCYCLIST.COM,Hobi & Olahraga,2451360,6,1,1,2020,0,dataset_1
2020-01-12,DRI*DRG*LOGITECH STORE,Elektronik,118880,6,1,1,2020,0,dataset_1
2020-01-12,TAMPER,Kopi & Minuman,424320,6,1,1,2020,0,dataset_1
2020-01-12,TAMPER,Kopi & Minuman,32000,6,1,1,2020,1,dataset_1
2020-01-12,TST* FOUNDRY/SALOON/ROCKW,Makanan & Minuman,1624480,6,1,1,2020,0,dataset_1
2020-01-12,Whole Foods,Kebutuhan Dapur,1101280,6,1,1,2020,0,dataset_1
2020-01-10,Speedway,Transportasi,583680,4,0,1,2020,0,dataset_1
2020-01-10,T-Mobile,Tagihan Utilitas,2729600,4,0,1,2020,0,dataset_1
2020-01-09,DAVE S FRESH PASTA,Makanan & Minuman,646560,3,0,1,2020,0,dataset_1
2020-01-09,Amazon,Belanja & Lifestyle,795360,3,0,1,2020,0,dataset_1
2020-01-08,AAA MSHIP AUTORENEW NY,Langganan Digital,528000,2,0,1,2020,0,dataset_1
2020-01-08,SUB*WASHPOST*004108106,Langganan Digital,159840,2,0,1,2020,0,dataset_1
2020-01-07,TST* BRONWYN,Makanan & Minuman,1050240,1,0,1,2020,0,dataset_1
2020-01-07,TST* DIESEL CAFE,Kopi & Minuman,189120,1,0,1,2020,0,dataset_1
2020-01-07,Pet Pocketbook Inc.,Kebutuhan Rumah Tangga,864000,1,0,1,2020,0,dataset_1
2020-01-07,DAVE S FRESH PASTA,Makanan & Minuman,414240,1,0,1,2020,0,dataset_1
2020-01-06,TST* ROXYS A4CADE,Makanan & Minuman,892000,0,0,1,2020,0,dataset_1
2020-01-06,SOMERVILLE THEATRE,Makanan & Minuman,352000,0,0,1,2020,0,dataset_1
2020-01-06,TST* ROXYS A4CADE,Makanan & Minuman,240000,0,0,1,2020,0,dataset_1
2020-01-06,"Remnant Brewing, LLC",Makanan & Minuman,164320,0,0,1,2020,0,dataset_1
2020-01-06,Loyal Nine,Kopi & Minuman,580000,0,0,1,2020,0,dataset_1
2020-01-05,PAS*CAMBRIDG PARKING,Transportasi,48000,6,1,1,2020,1,dataset_1
2020-01-05,PARKMOBILE,Transportasi,8800,6,1,1,2020,1,dataset_1
2020-01-05,Chick-Fil-A,Makanan & Minuman,148800,6,1,1,2020,0,dataset_1
2020-01-05,Amazon web services,Elektronik,3200,6,1,1,2020,0,dataset_1
2020-01-03,B Good Digital,Makanan & Minuman,171200,4,0,1,2020,0,dataset_1
2020-01-02,Verizon,Lainnya,879840,3,0,1,2020,0,dataset_1
2020-01-02,Highland Kitchen,Makanan & Minuman,997280,3,0,1,2020,0,dataset_1
2020-01-02,CKO*Patreon* Membership,Lainnya,96000,3,0,1,2020,0,dataset_1
2020-01-02,E-ZPass,Transportasi,160000,3,0,1,2020,0,dataset_1
2020-01-01,ANNUAL MEMBERSHIP FEE,Lainnya,1200000,2,0,1,2020,0,dataset_1
2020-01-01,Uber.com,Transportasi,902560,2,0,1,2020,0,dataset_1
2019-12-31,Goldilox Bagels LLC,Makanan & Minuman,134720,1,0,12,2019,0,dataset_1
2019-12-31,Liquor Junction,Makanan & Minuman,805760,1,0,12,2019,0,dataset_1
2019-12-31,Lord Hobo Brewing Company LLC,Makanan & Minuman,274400,1,0,12,2019,0,dataset_1
2019-12-30,Blue Blinds Bakery,Lainnya,319040,0,0,12,2019,0,dataset_1
2019-12-30,Loyal Nine,Kopi & Minuman,230080,0,0,12,2019,0,dataset_1
2019-12-30,TST* SEMOLINA KITCHEN & B,Makanan & Minuman,864160,0,0,12,2019,0,dataset_1
2019-12-29,B Good Digital,Makanan & Minuman,179840,6,1,12,2019,0,dataset_1
2019-12-29,"Trillium Brewing Company, LLC",Makanan & Minuman,761440,6,1,12,2019,0,dataset_1
2019-12-29,PARKMOBILE,Transportasi,8800,6,1,12,2019,1,dataset_1
2019-12-29,TENOCH MEDFORD,Makanan & Minuman,161600,6,1,12,2019,0,dataset_1
2019-12-29,PAS*CAMBRIDG PARKING,Transportasi,48000,6,1,12,2019,1,dataset_1
2019-12-27,PAS*PARK BOSTON,Transportasi,78080,4,0,12,2019,0,dataset_1
2019-12-27,Trader Joe's,Kebutuhan Dapur,39840,4,0,12,2019,0,dataset_1
2019-12-27,ICON AT SEAPORT SQUARE,Makanan & Minuman,132000,4,0,12,2019,0,dataset_1
2019-12-26,SP * WORLDWIDE CYCLERY,Keluarga & Sosial,720000,3,0,12,2019,0,dataset_1
2019-12-25,PARKMOBILE,Transportasi,48000,2,0,12,2019,0,dataset_1
2019-12-25,ELM ST TAVERN,Makanan & Minuman,397920,2,0,12,2019,0,dataset_1
2019-12-25,Audible.com,Pendidikan,239200,2,0,12,2019,0,dataset_1
